host_since,host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel,amenities_category
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,3,2.0,24,60.77,1,1125,0,3,0.51,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,3,2.0,23,60.77,1,1125,0,11,1.01,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,3,2.0,15,60.77,1,1125,0,6,0.59,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,3,2.0,23,60.77,1,1125,0,10,0.91,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,4,2.0,24,67.98,1,1125,1,2,0.19,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,4,2.0,25,53.56,1,1125,0,18,2.01,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,4,2.0,14,69.01,1,1125,1,23,2.23,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98799,23.74298,Entire home/apt,4,2.0,15,61.800000000000004,1,1125,3,11,1.07,True,private,1.0,0,0,0,0,0,low
2020-11-03,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98442,23.75497,Private room,3,2.0,14,113.3,1,1125,359,0,0.0,False,private,1.0,0,0,0,0,0,low
2020-11-03,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98448,23.75479,Private room,1,1.0,14,82.4,1,1125,359,0,0.0,False,private,1.0,0,0,0,0,0,low
2020-11-03,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98496,23.75666,Private room,2,1.0,14,92.7,1,1125,358,0,0.0,False,private,1.0,0,0,0,0,0,low
2015-03-29,1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96269,23.72899,Entire home/apt,4,2.0,19,103.0,1,365,364,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-06-16,7.0,False,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98421,23.71929,Entire home/apt,4,2.0,21,50.47,2,60,142,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-04-07,6.0,True,True,ΠΑΓΚΡΑΤΙ,37.97175,23.74316,Entire home/apt,4,2.0,28,77.25,3,1125,358,7,0.66,True,private,1.0,0,0,0,0,0,medium
2012-05-07,2.0,True,False,ΑΝΩ ΚΥΨΕΛΗ,38.00452,23.743170000000003,Entire home/apt,2,2.0,32,41.2,5,100,84,3,0.35,True,private,1.0,0,0,0,0,0,medium
2019-05-04,2.0,True,True,ΑΚΡΟΠΟΛΗ,37.97084,23.72974,Entire home/apt,3,1.0,33,47.38,2,15,67,18,6.07,False,private,1.0,0,0,0,0,0,medium
2016-06-07,1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98813,23.73638,Entire home/apt,2,1.0,43,29.87,5,1125,104,5,1.85,True,private,1.0,0,0,0,0,0,high
2019-07-19,3.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97496,23.73306,Entire home/apt,4,2.0,42,60.77,1,7,347,25,2.53,True,private,1.0,0,0,0,0,0,high
2017-01-31,63.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96252,23.72439,Entire home/apt,6,3.0,51,130.81,1,1125,349,2,0.4,True,private,2.0,0,0,0,0,0,high
2020-11-10,1.0,True,False,ΠΑΓΚΡΑΤΙ,37.97143,23.75018,Entire home/apt,4,3.0,22,42.230000000000004,2,60,168,1,1.0,True,private,2.0,0,0,0,0,0,low
2017-12-21,5.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.99628,23.76271,Entire home/apt,2,0.0,28,39.14,10,60,357,0,0.0,True,private,1.0,0,0,0,0,0,medium
2017-08-22,9.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9835,23.72009,Entire home/apt,2,1.0,34,26.78,1,20,311,55,5.56,True,private,1.0,0,0,0,0,0,high
2015-10-23,70.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98205,23.72642,Entire home/apt,4,3.0,39,72.10000000000001,3,1125,341,23,5.85,True,private,2.0,0,0,0,0,0,high
2014-05-08,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97919,23.73629,Entire home/apt,4,2.0,19,90.64,2,1125,267,0,0.0,False,private,2.0,0,0,0,0,0,low
2018-03-27,26.0,True,False,ΠΑΓΚΡΑΤΙ,37.96988,23.74353,Entire home/apt,4,0.0,11,45.32,1,90,290,0,0.0,False,private,1.0,0,0,0,0,0,low
2016-09-10,8.0,False,True,ΠΑΤΗΣΙΑ,38.0114,23.73239,Entire home/apt,4,3.0,31,51.5,1,365,298,0,0.0,True,private,1.0,0,0,0,0,0,medium
2018-10-08,20.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.9926,23.75496,Entire home/apt,4,2.0,15,44.29,3,1125,149,21,1.9,False,private,1.5,0,0,0,0,0,low
2020-11-13,1.0,True,True,ΚΟΛΩΝΑΚΙ,37.97876,23.73986,Entire home/apt,2,1.0,41,88.58,2,16,95,21,4.92,False,private,1.0,0,0,0,0,0,high
2020-11-14,2.0,True,False,ΖΑΠΠΕΙΟ,37.96699,23.73081,Entire home/apt,4,2.0,12,41.2,2,1125,0,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-07-23,1.0,True,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01014,23.73018,Entire home/apt,2,1.0,38,61.800000000000004,2,29,177,5,0.5,False,private,1.0,0,0,0,0,0,high
2015-03-24,218.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97742,23.73193,Entire home/apt,2,1.0,18,46.35,1,1125,57,4,0.53,True,private,1.0,0,0,0,0,0,low
2012-02-29,11.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99572,23.76664,Entire home/apt,4,2.0,17,185.4,3,1125,208,0,0.0,False,private,2.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98373,23.73806,Entire home/apt,4,2.0,20,51.5,2,1125,55,10,1.01,True,private,1.0,0,0,0,0,0,low
2019-09-20,2.0,False,True,ΛΥΚΑΒΗΤΤΟΣ,37.97982,23.74447,Entire home/apt,4,3.0,16,55.620000000000005,1,1125,359,13,1.26,False,private,1.5,0,0,0,0,0,low
2020-10-26,1.0,True,False,ΙΛΙΣΙΑ,37.97529,23.75191,Entire home/apt,3,2.0,42,64.89,2,888,359,9,1.63,True,private,1.0,0,0,0,0,0,high
2020-10-26,1.0,True,False,ΙΛΙΣΙΑ,37.97733,23.75204,Entire home/apt,2,1.0,37,61.800000000000004,2,555,0,6,6.0,True,private,1.0,0,0,0,0,0,high
2013-01-21,6.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98571,23.72991,Entire home/apt,2,1.0,23,39.14,1,1125,288,0,0.0,False,private,1.0,0,0,0,0,0,low
2019-11-13,1.0,True,False,ΕΛΛΗΝΟΡΩΣΩΝ,37.99895,23.77053,Private room,4,2.0,19,18.54,30,1125,178,2,0.24,False,shared,1.5,0,0,0,0,0,low
2020-11-20,14.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98262,23.71903,Entire home/apt,6,2.0,47,85.49000000000001,2,1125,328,12,3.53,False,private,3.0,0,0,0,0,0,high
2016-10-09,2.0,True,True,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96379,23.74098,Entire home/apt,3,1.0,31,40.17,2,1125,85,12,1.1,False,private,1.0,0,0,0,0,0,medium
2020-03-11,1.0,False,False,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00303,23.73214,Entire home/apt,3,0.0,34,25.75,2,14,151,0,0.0,True,private,1.0,0,0,0,0,0,high
2015-03-24,218.0,True,False,ΣΤΑΔΙΟ,37.96705,23.74291,Entire home/apt,2,1.0,15,35.02,2,1125,47,14,2.58,True,private,1.0,0,0,0,0,0,low
2020-11-20,14.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.98245,23.71699,Entire home/apt,12,6.0,20,198.79,2,1125,334,5,2.14,False,private,2.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΣΤΑΔΙΟ,37.96705,23.74291,Entire home/apt,2,1.0,16,35.02,2,1125,57,8,1.47,True,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΣΤΑΔΙΟ,37.96705,23.74291,Entire home/apt,2,1.0,14,29.87,2,1125,51,5,0.79,True,private,1.0,0,0,0,0,0,low
2018-11-25,1.0,False,False,ΠΑΤΗΣΙΑ,38.01239,23.72991,Entire home/apt,4,2.0,31,30.900000000000002,4,30,338,1,1.0,True,private,1.0,0,0,0,0,0,medium
2017-01-28,14.0,True,True,ΖΑΠΠΕΙΟ,37.96753,23.73125,Entire home/apt,11,9.0,19,77.25,2,31,349,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-02-01,9.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,37.98205,23.752,Entire home/apt,3,0.0,31,56.65,1,1125,293,0,0.0,True,private,1.0,0,0,0,0,0,medium
2020-11-26,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96643,23.72514,Private room,6,2.0,43,191.58,1,1125,319,0,0.0,False,private,2.0,0,0,0,0,0,high
2020-01-25,34.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96353,23.7284,Entire home/apt,3,1.0,41,41.2,2,1125,344,43,4.15,True,private,1.0,0,0,0,0,0,high
2020-11-29,1.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99129,23.72835,Entire home/apt,3,4.0,59,41.2,3,1125,364,10,0.99,True,private,1.0,0,0,0,0,0,high
2020-11-20,14.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98418,23.71712,Entire home/apt,14,5.0,29,198.79,2,1125,351,3,1.25,False,private,2.0,0,0,0,0,0,medium
2017-09-06,36.0,True,False,ΠΑΓΚΡΑΤΙ,37.96594,23.75316,Entire home/apt,2,1.0,41,55.620000000000005,1,1125,237,10,1.12,True,private,1.0,0,0,0,0,0,high
2015-07-15,1.0,True,False,ΖΑΠΠΕΙΟ,37.96689,23.73289,Entire home/apt,4,3.0,33,103.0,2,1125,345,2,0.21,False,private,1.0,0,0,0,0,0,medium
2016-02-23,9.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.99734,23.76627,Entire home/apt,5,7.0,46,61.800000000000004,1,14,27,28,2.97,True,private,2.5,0,0,0,0,0,high
2020-12-03,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98013,23.73046,Entire home/apt,2,1.0,15,103.0,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-12-05,1.0,False,False,ΑΚΡΟΠΟΛΗ,37.97256,23.72887,Entire home/apt,2,1.0,15,154.5,2,30,180,0,0.0,True,private,1.0,0,0,0,0,0,low
2019-12-05,1.0,False,False,ΑΚΡΟΠΟΛΗ,37.97077,23.72922,Entire home/apt,2,1.0,14,82.4,2,30,180,0,0.0,True,private,1.0,0,0,0,0,0,low
2020-09-18,1.0,True,False,ΘΗΣΕΙΟ,37.97725,23.72213,Entire home/apt,4,1.0,12,73.13,1,1125,60,44,5.26,True,private,1.0,0,0,0,0,0,low
2020-09-18,1.0,True,False,ΘΗΣΕΙΟ,37.977772,23.722902,Entire home/apt,3,2.0,11,60.77,1,1125,66,24,3.62,True,private,1.0,0,0,0,0,0,low
2020-09-18,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977990000000005,23.72402,Entire home/apt,7,5.0,11,95.79,1,1125,57,2,0.4,True,private,1.5,0,0,0,0,0,low
2017-01-26,33.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96573,23.72376,Entire home/apt,4,3.0,48,110.21000000000001,2,350,156,19,1.85,True,private,1.0,0,0,0,0,0,high
2018-05-05,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72888,Private room,2,2.0,34,29.87,1,30,181,7,7.0,True,shared,1.0,0,0,0,0,0,high
2018-05-05,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72888,Private room,2,2.0,30,30.900000000000002,1,31,179,4,4.0,True,shared,1.0,0,0,0,0,0,medium
2018-05-05,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72888,Private room,2,2.0,30,28.84,1,31,175,5,1.72,True,shared,1.0,0,0,0,0,0,medium
2018-05-05,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72888,Entire home/apt,3,3.0,20,51.5,1,31,360,4,0.46,False,private,1.0,0,0,0,0,0,low
2018-05-05,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96302,23.72888,Entire home/apt,2,1.0,27,45.32,1,31,325,14,1.4,True,private,1.0,0,0,0,0,0,medium
2020-12-07,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98055,23.72433,Entire home/apt,5,2.0,19,82.4,2,300,348,17,5.67,True,private,1.0,0,0,0,0,0,low
2019-12-19,1.0,False,False,ΠΑΓΚΡΑΤΙ,37.97036,23.75023,Entire home/apt,2,1.0,12,41.2,5,30,354,0,0.0,False,private,1.0,0,0,0,0,0,low
2017-01-26,33.0,True,True,ΝΙΡΒΑΝΑ,38.0042,23.72655,Entire home/apt,2,1.0,31,32.96,2,350,298,8,3.24,True,private,1.0,0,0,0,0,0,medium
2020-11-20,14.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.98296,23.717270000000003,Entire home/apt,4,1.0,36,49.44,2,1125,345,8,2.53,False,private,1.5,0,0,0,0,0,high
2016-06-13,128.0,True,False,ΚΥΨΕΛΗ,37.99773,23.73329,Entire home/apt,8,4.0,12,92.7,2,1125,0,0,0.0,True,private,2.0,0,0,0,0,0,low
2015-12-01,1.0,False,True,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00026,23.72934,Entire home/apt,4,4.0,39,30.900000000000002,2,1125,346,16,3.56,False,private,1.0,0,0,0,0,0,high
2020-11-20,14.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98417,23.71909,Entire home/apt,6,3.0,19,73.13,2,1125,321,1,1.0,False,private,1.0,0,0,0,0,0,low
2013-01-23,14.0,True,True,ΠΑΓΚΡΑΤΙ,37.96859,23.75275,Entire home/apt,2,1.0,13,30.900000000000002,2,32,258,3,0.92,True,private,1.0,0,0,0,0,0,low
2017-02-26,2.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.97912,23.71405,Entire home/apt,2,1.0,52,76.22,2,30,336,21,2.04,True,private,1.0,0,0,0,0,0,high
2019-02-02,11.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96678,23.72927,Entire home/apt,4,1.0,26,165.83,2,1125,303,57,5.63,True,private,1.0,0,0,0,0,0,low
2020-08-27,1.0,True,False,ΣΤΑΔΙΟ,37.96578,23.73419,Entire home/apt,3,1.0,29,92.7,1,1125,362,2,0.2,True,private,1.0,0,0,0,0,0,medium
2020-12-07,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97794,23.74841,Private room,2,2.0,27,201.88,1,1125,353,0,0.0,True,private,1.0,0,0,0,0,0,medium
2020-12-07,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97811,23.75013,Private room,2,2.0,28,221.45000000000002,1,1125,352,0,0.0,True,private,1.0,0,0,0,0,0,medium
2020-12-07,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97695,23.7482,Private room,2,1.0,29,239.99,1,1125,350,0,0.0,True,private,1.0,0,0,0,0,0,medium
2020-12-15,1.0,True,False,ΚΥΨΕΛΗ,37.99632,23.7373,Entire home/apt,7,5.0,17,46.35,3,1125,328,0,0.0,True,private,1.5,0,0,0,0,0,low
2016-06-18,15.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99909,23.72932,Entire home/apt,4,2.0,19,45.32,1,1125,91,0,0.0,True,private,1.0,0,0,0,0,0,low
2018-05-03,38.0,True,False,ΝΙΡΒΑΝΑ,38.01421,23.72679,Private room,1,1.0,22,28.84,5,365,335,3,0.42,True,private,1.0,0,0,0,0,0,low
2019-02-27,17.0,True,True,ΘΗΣΕΙΟ,37.9745,23.71696,Entire home/apt,2,1.0,40,49.44,1,365,357,65,6.52,True,private,1.0,0,0,0,0,0,high
2020-12-20,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96915,23.73005,Entire home/apt,6,2.0,38,86.52,1,46,354,1,0.73,True,private,1.0,0,0,0,0,0,high
2020-12-20,1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96311,23.73048,Entire home/apt,5,2.0,46,89.61,1,46,298,0,0.0,True,private,1.0,0,0,0,0,0,high
2020-12-20,1.0,True,False,ΑΚΡΟΠΟΛΗ,37.97032,23.72924,Entire home/apt,5,0.0,42,85.49000000000001,1,46,317,1,0.41,True,private,1.0,0,0,0,0,0,high
2020-12-20,1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96682,23.72977,Entire home/apt,3,0.0,36,50.47,1,46,361,2,0.35,True,private,1.5,0,0,0,0,0,high
2020-12-20,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96662,23.72471,Entire home/apt,2,1.0,41,53.56,1,46,357,3,0.71,True,private,1.0,0,0,0,0,0,high
2020-12-23,1.0,True,True,ΒΟΤΑΝΙΚΟΣ,37.98186,23.70872,Entire home/apt,4,3.0,37,30.900000000000002,30,30,307,14,1.62,True,private,1.5,0,0,0,0,0,high
2020-12-23,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.9795,23.74543,Entire home/apt,6,3.0,28,152.44,3,45,362,0,0.0,True,private,2.0,0,0,0,0,0,medium
2018-03-26,20.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98707,23.73743,Private room,1,1.0,17,10.3,31,1125,19,1,0.19,True,shared,1.0,0,0,0,0,0,low
2014-11-20,1.0,True,True,ΒΟΤΑΝΙΚΟΣ,37.98078,23.71061,Entire home/apt,4,2.0,52,204.97,3,1125,354,3,0.97,True,private,1.0,0,0,0,0,0,high
2014-07-17,5.0,False,False,ΓΟΥΔΙ,37.98303,23.76196,Entire home/apt,4,3.0,25,23.69,3,1125,0,3,3.0,True,private,1.0,0,0,0,0,0,low
2014-01-30,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9669,23.72597,Entire home/apt,2,1.0,13,32.96,1,1125,84,21,3.18,True,private,1.0,0,0,0,0,0,low
2020-11-20,14.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98235,23.71879,Entire home/apt,6,3.0,19,80.34,2,1125,320,3,0.66,False,private,1.0,0,0,0,0,0,low
2017-01-26,33.0,True,True,ΙΛΙΣΙΑ,37.97413,23.75008,Entire home/apt,6,3.0,30,89.61,2,350,167,10,1.01,True,private,1.0,0,0,0,0,0,medium
2021-01-02,1.0,False,True,ΚΟΛΟΚΥΝΘΟΥ,37.99647,23.71203,Entire home/apt,2,1.0,24,25.75,1,365,209,8,1.73,True,private,1.0,0,0,0,0,0,low
2018-08-17,13.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9641,23.721256,Entire home/apt,4,1.0,43,47.38,2,1125,146,1,0.52,False,private,1.5,0,0,0,0,0,high
2021-01-03,1.0,True,True,ΠΕΤΡΑΛΩΝΑ,37.970989,23.711197,Entire home/apt,6,3.0,50,77.25,2,1125,136,23,11.31,True,private,1.0,0,0,0,0,0,high
2017-03-28,78.0,True,True,ΖΑΠΠΕΙΟ,37.96685,23.73146,Entire home/apt,5,2.0,54,151.41,1,1125,361,33,3.59,True,private,2.0,0,0,0,0,0,high
2019-04-12,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97874,23.72515,Private room,4,2.0,31,103.0,5,1125,0,0,0.0,True,private,1.0,0,0,0,0,0,medium
2019-04-12,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97859,23.72517,Private room,2,1.0,11,103.0,5,1125,0,0,0.0,True,private,1.0,0,0,0,0,0,low
2013-04-20,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96515,23.72656,Entire home/apt,2,1.0,32,86.52,1,1125,356,2,1.36,True,private,1.0,0,0,0,0,0,medium
2013-04-20,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96704,23.72839,Entire home/apt,2,1.0,32,87.55,1,1125,357,4,0.89,True,private,1.0,0,0,0,0,0,medium
2013-04-20,1.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96523,23.72844,Entire home/apt,2,1.0,32,79.31,1,1125,298,2,0.21,True,private,1.0,0,0,0,0,0,medium
2019-02-11,1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95774,23.72912,Entire home/apt,2,1.0,20,31.93,2,45,80,8,0.84,False,private,1.0,0,0,0,0,0,low
2013-04-20,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96673,23.72825,Entire home/apt,4,4.0,32,89.61,1,1125,353,0,0.0,True,private,1.0,0,0,0,0,0,medium
2018-07-21,1.0,False,False,ΓΟΥΒΑ,37.957676,23.74708,Entire home/apt,2,1.0,16,51.5,3,1125,326,5,0.8,True,private,1.0,0,0,0,0,0,low
2018-06-07,4.0,True,True,ΚΟΛΩΝΑΚΙ,37.97812,23.74272,Entire home/apt,4,2.0,19,129.78,1,31,332,12,1.34,True,private,2.0,0,0,0,0,0,low
2017-09-06,36.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.963764000000005,23.719246,Entire home/apt,4,2.0,37,83.43,1,1125,202,16,1.76,True,private,1.0,0,0,0,0,0,high
2012-08-18,19.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97945,23.72548,Entire home/apt,2,1.0,25,14.42,1,1125,336,18,2.17,True,private,1.0,0,0,0,0,0,low
2015-07-23,1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95837,23.7258,Entire home/apt,6,3.0,41,45.32,1,1125,52,15,4.64,True,private,1.0,0,0,0,0,0,high
2014-04-23,19.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.95695,23.72526,Entire home/apt,4,3.0,44,44.29,1,30,339,13,1.54,False,private,1.5,0,0,0,0,0,high
2021-01-14,1.0,True,False,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98441,23.71451,Entire home/apt,3,2.0,61,109.18,1,1125,356,38,4.03,True,private,1.0,0,0,0,0,0,high
2015-03-24,218.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98072,23.72983,Entire home/apt,4,2.0,22,48.410000000000004,1,1125,49,40,4.72,True,private,1.0,0,0,0,0,0,low
2014-01-30,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96616,23.72773,Entire home/apt,2,1.0,24,37.08,1,1125,115,17,6.99,True,private,1.0,0,0,0,0,0,low
2021-01-17,1.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.991688,23.761095,Entire home/apt,5,3.0,20,77.25,1,1125,220,0,0.0,True,private,2.0,0,0,0,0,0,low
2018-04-03,25.0,True,False,ΠΑΓΚΡΑΤΙ,37.96845,23.74959,Entire home/apt,6,2.0,36,61.800000000000004,1,1125,328,5,0.63,True,private,1.5,0,0,0,0,0,high
2020-12-03,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97962,23.72896,Entire home/apt,2,1.0,15,103.0,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2016-10-01,7.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95669,23.73553,Entire home/apt,4,2.0,20,36.050000000000004,2,1125,353,6,1.05,False,private,1.0,0,0,0,0,0,low
2019-11-20,2095.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99106,23.73101,Entire home/apt,6,5.0,19,88.58,1,1125,66,0,0.0,True,private,1.0,0,0,0,0,0,low
2016-11-15,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98398,23.75896,Entire home/apt,3,2.0,19,27.810000000000002,2,60,266,0,0.0,False,private,1.0,0,0,0,0,0,low
2021-01-21,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98271,23.72672,Entire home/apt,6,3.0,20,206.0,3,1125,77,0,0.0,True,private,2.0,0,0,0,0,0,low
