host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel
1.0,False,False,ΓΚΥΖΗ,Entire home/apt,2,1.0,low,25.75,2,1125,329,46,0.92,True,private,1.0,0,0,0,1,0
1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,3.0,medium,61.800000000000004,2,1125,304,215,4.19,False,private,1.0,1,0,1,1,0
0.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,3,1.0,low,51.5,2,1125,70,1,0.02,False,private,1.0,0,0,0,1,0
1.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,8,5.0,high,92.7,2,1124,8,15,0.3,True,private,2.0,0,1,1,1,0
2.0,True,True,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,3,2.0,medium,53.56,2,1125,0,182,3.49,True,private,1.0,0,1,1,1,0
128.0,True,False,ΚΥΨΕΛΗ,Entire home/apt,8,4.0,low,87.55,2,1125,0,4,0.15,True,private,1.5,0,1,0,0,0
3.0,True,True,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,3.0,medium,92.7,2,30,315,35,0.75,True,private,1.5,1,1,1,1,0
14.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,3,2.0,low,51.5,2,1125,298,70,1.34,False,private,1.0,1,0,0,1,0
2.0,True,False,ΚΟΛΩΝΟΣ,Shared room,4,4.0,low,60.77,1,1125,0,1,0.02,False,shared,1.0,0,0,0,1,0
1.0,False,False,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,2,1.0,low,25.75,7,30,111,83,1.66,True,private,1.0,0,0,0,1,0
2.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,medium,41.2,3,30,350,196,3.72,False,private,1.0,1,1,1,1,0
72.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,2.0,low,83.43,6,28,83,113,2.16,False,private,1.5,0,1,1,0,0
1.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,3,3.0,low,27.810000000000002,1,1125,0,18,0.34,True,private,1.0,0,0,0,0,0
1.0,True,False,ΣΤΑΔΙΟ,Private room,2,1.0,low,41.2,1,4,181,0,0.0,True,shared,1.0,0,0,0,0,0
3.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,4,3.0,low,61.800000000000004,1,1125,365,1,0.04,False,private,1.0,1,0,0,1,0
5.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,medium,29.87,2,365,316,199,4.01,True,private,1.5,0,1,1,1,0
1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,4.0,low,82.4,1,1125,0,0,0.0,False,private,1.0,0,0,0,0,0
1.0,True,False,ΖΑΠΠΕΙΟ,Entire home/apt,4,2.0,low,41.2,2,1125,55,44,0.83,True,private,1.0,0,0,0,0,0
2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,7,5.0,medium,69.01,2,40,143,162,3.11,True,private,1.5,1,0,0,1,0
4.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,6,4.0,medium,50.47,1,1125,365,11,0.33,False,private,1.0,1,0,0,1,0
13.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,medium,42.230000000000004,2,1125,304,208,3.92,True,private,1.0,1,1,1,0,0
26.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,low,51.5,1,1125,323,375,7.06,True,private,1.0,1,0,0,1,0
1.0,False,True,ΚΥΨΕΛΗ,Entire home/apt,2,2.0,low,46.35,1,15,72,65,1.26,True,private,1.0,1,1,1,0,0
1.0,False,False,ΝΕΑ ΚΥΨΕΛΗ,Entire home/apt,2,1.0,low,30.900000000000002,2,1125,363,0,0.0,False,private,1.0,0,1,1,0,0
3.0,False,True,ΓΚΑΖΙ,Private room,2,1.0,low,36.050000000000004,3,1125,122,25,0.47,True,shared,1.0,0,0,0,0,0
3.0,False,True,ΓΚΑΖΙ,Entire home/apt,6,3.0,low,51.5,5,1125,307,55,1.16,True,private,1.0,0,0,0,0,0
42.0,True,True,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,2.0,medium,45.32,2,1125,0,33,0.67,True,private,1.0,1,0,1,1,0
1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,3,3.0,low,56.65,3,1125,91,0,0.0,True,private,1.0,0,0,0,0,0
3.0,False,False,ΘΗΣΕΙΟ,Entire home/apt,4,3.0,low,72.10000000000001,2,90,295,6,0.12,True,private,2.0,1,0,0,1,0
1.0,False,True,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,2.0,high,59.74,2,1125,256,49,0.94,True,private,1.0,1,1,1,0,1
2.0,True,False,ΚΟΛΩΝΟΣ,Private room,5,3.0,low,49.44,1,1125,90,1,0.02,False,shared,1.0,0,0,0,1,0
2.0,True,False,ΘΗΣΕΙΟ,Entire home/apt,6,2.0,low,55.620000000000005,1,36,268,251,5.0,True,private,1.0,1,0,0,0,0
9.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,92.7,2,1125,308,1,0.02,True,private,1.0,0,0,0,1,0
63.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,4,2.0,low,108.15,1,1125,353,18,0.34,True,private,1.0,1,0,0,1,0
1.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,5,4.0,low,44.29,3,30,365,45,1.02,True,private,1.5,0,1,0,1,0
1.0,False,True,ΝΙΡΒΑΝΑ,Entire home/apt,2,1.0,low,32.96,2,1125,267,74,1.41,True,private,1.0,1,0,0,1,0
1.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,low,36.050000000000004,1,1125,360,316,6.08,True,private,1.0,0,1,0,1,0
0.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,8,6.0,high,85.49000000000001,1,30,167,6,0.11,True,private,1.5,0,1,1,1,0
1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,0.0,low,39.14,3,300,355,39,0.76,True,private,1.0,0,0,1,0,0
44.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,high,36.050000000000004,2,60,324,8,0.41,True,private,1.0,0,1,1,1,1
1.0,True,False,ΓΟΥΒΑ,Entire home/apt,4,2.0,low,110.21000000000001,2,90,363,1,0.02,False,private,1.0,0,0,0,0,0
1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,high,132.87,2,1125,335,252,5.19,True,private,1.0,1,1,0,1,0
1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,1.0,medium,51.5,2,15,365,1,0.02,False,private,1.0,0,1,1,0,0
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,6,4.0,high,54.59,3,1125,214,157,3.62,True,private,1.0,1,1,0,0,1
272.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,8,6.0,medium,98.88,1,1125,240,41,0.78,True,private,1.5,0,1,1,1,0
1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,high,92.7,3,1125,365,54,1.07,False,private,1.0,0,1,1,0,1
22.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Private room,2,1.0,high,22.66,2,1125,298,48,1.1,True,shared,1.0,0,1,1,1,1
73.0,True,True,ΘΗΣΕΙΟ,Entire home/apt,7,3.0,medium,60.77,1,28,310,212,4.05,True,private,2.0,1,0,0,1,0
73.0,True,True,ΘΗΣΕΙΟ,Entire home/apt,6,3.0,medium,71.07000000000001,1,28,208,151,3.01,True,private,1.5,1,0,1,1,0
3.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,3.0,medium,64.89,1,1125,0,71,1.4,False,private,1.0,0,1,0,1,0
6.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,6,3.0,high,154.5,2,1125,363,5,0.17,True,private,2.0,1,1,1,1,0
1.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,3,1.0,low,39.14,2,30,297,3,0.06,False,private,1.0,0,1,1,0,0
31.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,medium,42.230000000000004,1,29,338,230,4.36,True,private,1.0,1,0,0,1,0
1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,high,87.55,1,1125,232,124,2.49,False,private,1.0,1,1,0,1,1
1.0,False,False,ΑΚΡΟΠΟΛΗ,Entire home/apt,2,1.0,low,30.900000000000002,3,1125,0,93,1.86,False,private,1.0,0,0,0,0,0
1.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,medium,51.5,2,1125,328,10,0.2,True,private,1.0,0,1,0,1,0
66.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,6,3.0,high,208.06,2,1125,318,53,1.87,False,private,3.0,1,1,1,0,0
1.0,True,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,Entire home/apt,4,3.0,low,77.25,2,99,270,1,0.02,False,private,1.5,1,0,0,0,0
1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,4.0,low,37.08,2,1125,0,167,3.16,True,private,1.0,0,1,0,1,0
2.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,2,1.0,medium,36.050000000000004,4,1125,338,32,0.66,True,private,1.0,0,1,1,0,1
1.0,True,True,ΡΗΓΙΛΛΗΣ,Entire home/apt,4,2.0,low,54.59,2,1125,360,47,1.9,True,private,2.0,0,1,0,0,0
1.0,False,False,ΓΚΥΖΗ,Entire home/apt,4,1.0,low,24.72,1,1125,117,3,0.06,False,private,1.0,0,0,0,1,0
1.0,False,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,2,1.0,low,30.900000000000002,2,1125,339,154,2.91,True,private,1.0,0,0,0,0,0
2.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,2.0,low,51.5,3,27,0,118,2.28,True,private,1.0,0,1,1,1,1
2.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,high,82.4,3,30,84,6,0.16,False,private,1.0,0,1,1,1,0
3.0,False,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,2,1.0,low,47.38,1,1125,170,164,3.47,False,private,1.0,0,1,1,0,0
1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,low,33.99,3,1125,0,111,2.19,True,private,1.0,0,1,1,0,0
3.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,2.0,low,30.900000000000002,2,1125,0,67,1.32,True,private,1.0,0,0,0,0,0
15.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,10,7.0,medium,191.58,1,1125,322,71,1.96,True,private,2.5,1,0,0,1,0
9.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,83.43,2,1125,326,0,0.0,True,private,1.0,0,0,0,0,0
1.0,True,True,ΣΤΑΔΙΟ,Entire home/apt,3,4.0,medium,36.050000000000004,2,15,256,227,4.41,True,private,1.5,0,0,0,1,0
1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,1.0,low,55.620000000000005,20,30,0,4,0.09,True,private,1.0,0,0,0,0,0
4.0,True,False,ΣΤΑΔΙΟ,Entire home/apt,4,1.0,medium,29.87,1,1125,157,403,7.66,True,private,1.0,0,1,1,0,0
1.0,False,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,2.0,low,36.050000000000004,3,1125,82,56,1.08,True,private,1.0,0,1,0,0,0
2.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,3.0,medium,176.13,1,25,268,29,0.75,False,private,3.0,0,1,1,0,0
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,high,46.35,1,10,0,347,6.69,True,private,1.0,1,1,0,1,1
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,medium,33.99,1,1125,113,371,7.24,True,private,1.0,0,1,0,0,1
4.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,2,1.0,low,154.5,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0
1.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,medium,36.050000000000004,2,1125,355,122,2.35,True,private,1.0,0,1,1,1,0
1.0,True,False,ΚΥΨΕΛΗ,Shared room,4,2.0,low,25.75,1,7,364,1,0.02,False,shared,1.5,0,0,0,0,0
2.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,2.0,low,40.17,3,1125,298,35,0.68,False,private,1.0,0,0,1,0,0
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,2.0,medium,51.5,2,1125,0,57,1.13,True,private,1.0,0,1,1,1,0
1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,medium,59.74,2,1125,0,26,0.54,True,private,1.0,1,1,1,1,0
1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Private room,1,1.0,low,36.050000000000004,1,10,0,0,0.0,False,shared,1.0,0,0,0,0,0
1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,6,2.0,medium,61.800000000000004,1,200,362,1,0.02,False,private,1.5,0,1,1,0,0
1.0,False,False,ΚΟΛΩΝΟΣ,Entire home/apt,5,2.0,low,82.4,2,1125,362,0,0.0,True,private,1.0,0,0,0,0,0
1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,medium,90.64,1,1125,330,40,0.8,True,private,1.5,1,0,0,1,0
1.0,False,False,ΠΑΤΗΣΙΑ,Entire home/apt,4,3.0,low,28.84,5,480,353,3,0.13,True,private,1.0,0,1,1,1,0
1.0,False,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,2.0,low,43.26,2,1125,23,110,2.12,True,private,1.0,1,0,0,0,0
34.0,True,False,ΚΟΛΩΝΑΚΙ,Entire home/apt,5,2.0,medium,140.08,2,1125,362,21,0.43,True,private,1.0,1,1,0,1,0
1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,low,29.87,2,1125,0,34,0.68,False,private,1.0,0,1,0,0,0
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,5,3.0,low,36.050000000000004,1,1125,0,19,0.66,False,private,1.0,0,0,0,0,0
9.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,5,4.0,low,55.620000000000005,1,14,47,255,4.91,True,private,1.5,1,0,0,1,0
3.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,1.0,medium,32.96,2,1125,275,100,1.95,True,private,1.0,1,1,1,1,0
31.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,9,3.0,medium,123.60000000000001,1,28,0,153,3.15,True,private,2.0,1,0,1,1,1
1.0,False,False,ΚΥΨΕΛΗ,Entire home/apt,3,4.0,low,51.5,2,14,90,0,0.0,True,private,1.5,0,0,0,0,0
1.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,5,2.0,medium,32.96,4,90,311,42,0.91,True,private,1.0,0,1,1,0,1
1.0,False,False,ΡΗΓΙΛΛΗΣ,Private room,2,1.0,medium,30.900000000000002,1,90,356,286,5.51,True,private,1.0,0,1,1,1,0
1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,medium,41.2,2,1125,297,73,1.44,False,private,1.0,0,1,0,1,0
1.0,True,True,ΠΑΤΗΣΙΑ,Entire home/apt,5,3.0,medium,31.93,2,1125,55,67,1.54,True,private,1.0,1,1,1,0,0
2.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,2.0,low,27.810000000000002,2,1125,0,66,1.29,True,private,1.0,0,0,0,0,0
2.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,5,2.0,high,46.35,2,15,304,9,0.18,False,private,1.0,0,1,1,1,1
1.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,5,4.0,medium,72.10000000000001,2,1125,305,67,1.33,False,private,1.0,0,1,1,0,0
5.0,True,True,ΙΛΙΣΙΑ,Entire home/apt,4,3.0,medium,88.58,1,28,332,8,0.16,True,private,1.0,0,1,1,1,0
1.0,True,True,ΓΚΥΖΗ,Entire home/apt,5,4.0,high,36.050000000000004,2,1125,345,24,0.87,True,private,2.0,1,1,1,1,1
1.0,False,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,Entire home/apt,3,1.0,low,30.900000000000002,4,1125,358,0,0.0,True,private,1.0,1,1,1,0,0
5.0,True,True,ΚΟΛΩΝΑΚΙ,Entire home/apt,2,1.0,medium,115.36,3,300,177,4,0.08,False,private,1.0,0,0,1,0,0
1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,6,3.0,low,41.2,1,1125,0,1,0.02,False,private,1.0,0,0,0,0,0
2.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,1.0,low,57.68,6,15,88,0,0.0,False,private,1.0,0,1,1,1,0
6.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,2.0,high,73.13,1,1125,344,234,4.51,True,private,1.0,1,1,1,1,0
19.0,False,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,5,2.0,medium,44.29,1,180,330,15,0.57,False,private,1.0,0,1,1,0,1
1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,medium,40.17,1,15,136,206,4.55,True,private,1.0,1,1,1,0,0
5.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,14,3.0,high,72.10000000000001,1,1125,365,121,2.6,True,private,2.0,1,1,1,1,0
1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,2,1.0,low,36.050000000000004,3,30,0,0,0.0,False,private,1.0,0,0,0,0,0
4.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,2,2.0,low,36.050000000000004,1,1125,0,1,0.02,False,private,1.0,0,0,0,0,0
1.0,False,False,ΙΛΙΣΙΑ,Entire home/apt,5,4.0,medium,46.35,2,1125,13,18,0.35,False,private,1.0,0,1,1,1,0
1.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,1.0,medium,40.17,3,1125,284,25,0.59,True,private,1.0,0,1,1,0,0
4.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,1,1.0,low,25.75,1,1125,0,1,0.32,False,private,1.0,0,0,0,0,0
4.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,4,4.0,low,82.4,1,1125,0,0,0.0,False,private,1.0,0,0,0,0,0
1.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,3,1.0,low,27.810000000000002,3,4,0,0,0.0,False,private,1.0,0,0,0,0,0
2.0,True,False,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,3.0,low,28.84,14,150,0,81,1.56,False,private,1.0,0,1,0,0,0
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,9,5.0,medium,89.61,3,200,311,58,1.16,False,private,1.5,1,1,1,1,1
1.0,True,False,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,3,2.0,low,50.47,2,1125,356,18,0.36,False,private,1.0,0,1,1,1,0
2.0,False,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,3,2.0,low,63.86,2,1125,88,0,0.0,True,private,1.0,0,0,0,0,0
1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,3.0,high,40.17,3,1125,181,16,0.31,False,private,1.0,1,1,1,1,0
1.0,True,False,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,2.0,medium,72.10000000000001,5,1125,0,23,0.61,False,private,1.0,0,1,1,1,0
14.0,True,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,5,3.0,low,71.07000000000001,2,31,253,5,0.1,True,private,1.0,0,1,0,1,0
4.0,True,True,ΓΟΥΒΑ,Entire home/apt,3,2.0,low,36.050000000000004,2,1125,302,141,3.4,True,private,1.0,0,1,1,0,0
1.0,True,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,2,1.0,medium,47.38,2,25,264,188,3.98,True,private,1.0,1,1,1,1,0
5.0,True,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,2.0,medium,67.98,1,1125,343,106,2.03,True,private,1.0,1,1,1,0,0
2.0,False,False,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,6,5.0,high,46.35,3,90,359,56,1.09,True,private,1.0,1,1,1,0,1
2.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,1.0,low,57.68,3,25,88,0,0.0,False,private,1.0,0,0,0,1,0
1.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,3.0,low,51.5,2,7,363,0,0.0,False,private,1.0,0,0,0,0,0
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,5,4.0,high,49.44,2,90,197,142,2.85,True,private,1.0,1,1,0,1,1
55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,2,1.0,medium,15.450000000000001,16,31,335,75,1.48,True,shared,1.0,0,1,1,1,0
55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,2,1.0,medium,31.93,3,31,112,97,1.87,True,shared,1.0,0,1,1,1,0
2.0,False,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,medium,52.53,2,15,175,148,2.85,True,private,1.0,1,0,1,1,0
218.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,201.88,1,650,339,349,7.62,True,private,1.0,0,0,1,0,1
1.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,6,4.0,medium,72.10000000000001,4,1125,225,17,0.46,True,private,1.5,1,1,1,1,0
1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,3.0,low,81.37,2,1125,362,1,0.02,False,private,1.0,0,1,1,0,0
55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Private room,2,1.0,medium,44.29,2,12,360,132,2.57,True,shared,1.0,0,1,1,1,0
1.0,False,False,ΓΟΥΔΙ,Entire home/apt,4,4.0,low,80.34,2,30,89,1,0.03,True,private,1.0,0,0,0,1,0
1.0,False,False,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,6,4.0,high,44.29,1,1125,177,65,1.28,True,private,1.0,1,1,1,1,0
8.0,True,False,ΘΗΣΕΙΟ,Entire home/apt,6,3.0,medium,106.09,2,150,306,158,3.06,True,private,2.0,0,1,1,0,0
1.0,False,False,ΑΝΩ ΚΥΨΕΛΗ,Entire home/apt,4,1.0,high,20.6,10,1125,0,87,1.67,True,private,1.0,0,1,1,0,0
1.0,True,True,ΘΗΣΕΙΟ,Entire home/apt,5,4.0,low,50.47,2,30,243,134,3.04,True,private,1.0,0,1,1,0,1
1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,low,29.87,2,1125,203,15,0.29,False,private,1.0,0,0,0,0,0
1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,3.0,high,36.050000000000004,2,30,284,152,3.0,True,private,1.0,1,1,0,0,1
2.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,low,21.63,1,1125,316,65,1.45,True,private,1.0,0,1,1,0,0
